State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10)
Delhi,Delhi,Gurudwara Rakab Ganj Sahib,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Gurudwara%20Rakab%20Ganj%20Sahib%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Gurudwara Rakab Ganj Sahib,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Gurudwara%20Rakab%20Ganj%20Sahib%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,Sacred Heart Cathedral,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Sacred%20Heart%20Cathedral%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Sacred Heart Cathedral,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Sacred%20Heart%20Cathedral%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Sacred Heart Cathedral,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Sacred%20Heart%20Cathedral%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,St. James’ Church,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=St.%20James%E2%80%99%20Church%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,St. James’ Church,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=St.%20James%E2%80%99%20Church%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,St. James’ Church,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=St.%20James%E2%80%99%20Church%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Religious Heritage,50,1,1.0
Delhi,Delhi,National Museum Buddhist Gallery,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Museum%20Buddhist%20Gallery%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Museum Buddhist Gallery,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Museum%20Buddhist%20Gallery%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Museum Buddhist Gallery,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Museum%20Buddhist%20Gallery%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Handicrafts and Handlooms Museum (Crafts Museum),Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Handicrafts%20and%20Handlooms%20Museum%20%28Crafts%20Museum%29%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Handicrafts and Handlooms Museum (Crafts Museum),Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Handicrafts%20and%20Handlooms%20Museum%20%28Crafts%20Museum%29%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Handicrafts and Handlooms Museum (Crafts Museum),Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Handicrafts%20and%20Handlooms%20Museum%20%28Crafts%20Museum%29%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Police Memorial Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Police%20Memorial%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Police Memorial Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Police%20Memorial%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Police Memorial Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Police%20Memorial%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Sulabh International Museum of Toilets,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Sulabh%20International%20Museum%20of%20Toilets%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Sulabh International Museum of Toilets,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Sulabh%20International%20Museum%20of%20Toilets%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Sulabh International Museum of Toilets,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Sulabh%20International%20Museum%20of%20Toilets%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Shankar’s International Dolls Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Shankar%E2%80%99s%20International%20Dolls%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Shankar’s International Dolls Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Shankar%E2%80%99s%20International%20Dolls%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Shankar’s International Dolls Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Shankar%E2%80%99s%20International%20Dolls%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Philatelic Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Philatelic%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Philatelic Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Philatelic%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Philatelic Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Philatelic%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Children’s Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Children%E2%80%99s%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Children’s Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Children%E2%80%99s%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,National Children’s Museum,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=National%20Children%E2%80%99s%20Museum%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Millennium Indraprastha Park,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Millennium%20Indraprastha%20Park%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Millennium Indraprastha Park,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Millennium%20Indraprastha%20Park%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Indian Accent,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Millennium Indraprastha Park,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Millennium%20Indraprastha%20Park%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Gulati,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
Delhi,Delhi,Adventure Island,Point of Interest,,2.0,0.0,0,Yes,Open All Days,Tourist Attraction,Unknown,0.0,All,India,https://www.google.com/maps/search/?api=1&query=Adventure%20Island%2C%20Delhi%2C%20Delhi%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station (NDLS),"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0,"Chandni Chowk, Sarojini Nagar, Khan Market",Karim's,October to March,Delhi Special Cuisine,8,28.7041,77.1025,0.0,Yes,Non-Religious,50,0,1.0
