State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station
Sikkim,Ravangla,Buddha Park,Park,213,1.0,4.8,50,Yes,,Cultural,Yes,0.1,All,India,https://www.google.com/maps/search/?api=1&query=Buddha%20Park%2C%20Ravangla%2C%20Sikkim%2C%20India,Ravangla Airport,None (Nearest major railhead in Sikkim or nearby state)
Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,0,Yes,,Recreational,Yes,0.1,Morning,India,https://www.google.com/maps/search/?api=1&query=Marina%20Beach%2C%20Chennai%2C%20Tamil%20Nadu%2C%20India,Chennai International Airport,Chennai Central (MAS)
Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1.0,4.7,0,Yes,,Religious,No,0.28,All,India,https://www.google.com/maps/search/?api=1&query=Nataraja%20Temple%2C%20Chidambaram%2C%20Tamil%20Nadu%2C%20India,Chidambaram Airport,Chidambaram Railway Station
Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1.0,4.7,0,Yes,,Religious,No,0.3,All,India,https://www.google.com/maps/search/?api=1&query=Marudamalai%20Temple%2C%20Coimbatore%2C%20Tamil%20Nadu%2C%20India,Coimbatore International Airport,Coimbatore Junction
Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1.0,4.6,20,Yes,,Historical,No,0.47,Morning,India,https://www.google.com/maps/search/?api=1&query=Vivekananda%20Rock%20Memorial%2C%20Kanyakumari%2C%20Tamil%20Nadu%2C%20India,Trivandrum International Airport,Kanyakumari Railway Station
Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2.0,3.9,0,No,,Recreational,Yes,0.1,Morning,India,https://www.google.com/maps/search/?api=1&query=Kodaikanal%20Lake%2C%20Kodaikanal%2C%20Tamil%20Nadu%2C%20India,Kodaikanal Airport,Kodaikanal Railway Station
Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2.0,4.7,0,Yes,,Religious,No,0.65,All,India,https://www.google.com/maps/search/?api=1&query=Meenakshi%20Amman%20Temple%2C%20Madurai%2C%20Tamil%20Nadu%2C%20India,Madurai Airport,Madurai Junction
Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1.0,4.6,40,Yes,,Historical,No,0.09,All,India,https://www.google.com/maps/search/?api=1&query=Shore%20Temple%2C%20Mahabalipuram%2C%20Tamil%20Nadu%2C%20India,Mahabalipuram Airport,Mahabalipuram Railway Station
Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1.0,4.1,10,Yes,,Recreational,Yes,0.61,Morning,India,https://www.google.com/maps/search/?api=1&query=Ooty%20Lake%2C%20Ooty%2C%20Tamil%20Nadu%2C%20India,Coimbatore International Airport,Udhagamandalam Railway Station (Toy Train)
Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,0,No,,Religious,No,0.01,All,India,https://www.google.com/maps/search/?api=1&query=Ramanathaswamy%20Temple%2C%20Rameswaram%2C%20Tamil%20Nadu%2C%20India,Madurai Airport,Rameswaram Railway Station
Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,,Religious,No,0.35,All,India,https://www.google.com/maps/search/?api=1&query=Brihadeeswarar%20Temple%2C%20Thanjavur%2C%20Tamil%20Nadu%2C%20India,Thanjavur Airport,Thanjavur Railway Station
Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1.0,4.6,0,Yes,,Religious,No,0.16,All,India,https://www.google.com/maps/search/?api=1&query=Nellaiappar%20Temple%2C%20Tirunelveli%2C%20Tamil%20Nadu%2C%20India,Tirunelveli Airport,Tirunelveli Railway Station
Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1.0,4.2,0,No,,Recreational,Yes,0.019,Morning,India,https://www.google.com/maps/search/?api=1&query=Yercaud%20Lake%2C%20Yercaud%2C%20Tamil%20Nadu%2C%20India,Yercaud Airport,Yercaud Railway Station
Telangana,Hyderabad,Charminar,Landmark,1591,1.0,4.5,25,Yes,Friday,Historical,Yes,2.1,Morning,India,https://www.google.com/maps/search/?api=1&query=Charminar%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Secunderabad Junction
Telangana,Hyderabad,Golconda Fort,Fort,1600,2.0,4.4,30,Yes,,Historical,Yes,1.2,Morning,India,https://www.google.com/maps/search/?api=1&query=Golconda%20Fort%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Secunderabad Junction
Telangana,Hyderabad,Hussain Sagar Lake,Lake,1563,1.0,4.3,0,Yes,,Scenic,Yes,0.5,Evening,India,https://www.google.com/maps/search/?api=1&query=Hussain%20Sagar%20Lake%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Secunderabad Junction
Telangana,Hyderabad,Ramoji Film City,Film Studio,1996,4.0,4.4,1150,Yes,,Entertainment,Yes,0.45,All,India,https://www.google.com/maps/search/?api=1&query=Ramoji%20Film%20City%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Secunderabad Junction
Telangana,Hyderabad,Salar Jung Museum,Museum,1951,2.0,4.4,20,Yes,,Historical,Yes,0.67,All,India,https://www.google.com/maps/search/?api=1&query=Salar%20Jung%20Museum%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Secunderabad Junction
Telangana,Hyderabad,Qutb Shahi Tombs,Tombs,1600,1.0,4.4,25,Yes,,Historical,Yes,0.2,Morning,India,https://www.google.com/maps/search/?api=1&query=Qutb%20Shahi%20Tombs%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Secunderabad Junction
Telangana,Hyderabad,Birla Mandir,Temple,1976,1.0,4.7,0,Yes,,Religious,No,0.41,All,India,https://www.google.com/maps/search/?api=1&query=Birla%20Mandir%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Secunderabad Junction
Telangana,Hyderabad,Chowmahalla Palace,Palace,1800,1.5,4.4,80,Yes,,Historical,Yes,0.45,Morning,India,https://www.google.com/maps/search/?api=1&query=Chowmahalla%20Palace%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Secunderabad Junction
Telangana,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.2,50,Yes,,Wildlife,Yes,0.86,Morning,India,https://www.google.com/maps/search/?api=1&query=Nehru%20Zoological%20Park%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Secunderabad Junction
Telangana,Hyderabad,Lumbini Park,Park,1994,1.0,4.1,20,Yes,,Recreational,Yes,0.73,Evening,India,https://www.google.com/maps/search/?api=1&query=Lumbini%20Park%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Secunderabad Junction
Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,2.0,4.5,0,Yes,,Shopping,Yes,1.2,All,India,https://www.google.com/maps/search/?api=1&query=Inorbit%20Mall%20Cyberabad%2C%20Hyderabad%2C%20Telangana%2C%20India,Rajiv Gandhi International Airport,Secunderabad Junction
Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All,India,https://www.google.com/maps/search/?api=1&query=Ujjayanta%20Palace%2C%20Agartala%2C%20Tripura%2C%20India,Maharaja Bir Bikram Airport,Agartala Railway Station
Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1.0,4.5,0,No,,Nature,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Dumboor%20Lake%2C%20Dumboor%2C%20Tripura%2C%20India,Dumboor Airport,Dumboor Railway Station
Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,,Historical,Yes,0.025,Morning,India,https://www.google.com/maps/search/?api=1&query=Unakoti%20Rock%20Carvings%2C%20Unakoti%2C%20Tripura%2C%20India,Unakoti Airport,Unakoti Railway Station
Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,2.0,4.6,50,Yes,Friday,Historical,Yes,2.25,Morning,India,https://www.google.com/maps/search/?api=1&query=Taj%20Mahal%2C%20Agra%2C%20Uttar%20Pradesh%2C%20India,Agra Airport / Kheria Air Force Station,Agra Cantt
Uttar Pradesh,Agra,Agra Fort,Fort,1565,2.0,4.5,40,Yes,,Historical,Yes,1.3,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Agra%20Fort%2C%20Agra%2C%20Uttar%20Pradesh%2C%20India,Agra Airport / Kheria Air Force Station,Agra Cantt
Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,1.0,4.1,20,Yes,,Historical,Yes,0.0165,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Aligarh%20Fort%2C%20Aligarh%2C%20Uttar%20Pradesh%2C%20India,Aligarh Airport,Aligarh Railway Station
Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,1.0,4.5,0,Yes,,Religious,Yes,0.09,Morning,India,https://www.google.com/maps/search/?api=1&query=Triveni%20Sangam%2C%20Allahabad%2C%20Uttar%20Pradesh%2C%20India,Prayagraj Airport,Prayagraj Junction
Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1.0,4.8,0,Yes,,Religious,No,0.025,All,India,https://www.google.com/maps/search/?api=1&query=Ram%20Janmabhoomi%2C%20Ayodhya%2C%20Uttar%20Pradesh%2C%20India,Ayodhya Airport (Maharishi Valmiki),Ayodhya Dham Junction
Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,2.0,4.4,40,Yes,,Historical,Yes,0.07,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Buland%20Darwaza%2C%20Fatehpur%20Sikri%2C%20Uttar%20Pradesh%2C%20India,Fatehpur Sikri Airport,Fatehpur Sikri Railway Station
Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,2.0,4.2,0,Yes,,Shopping,Yes,0.45,All,India,https://www.google.com/maps/search/?api=1&query=The%20Grand%20Venice%20Mall%2C%20Greater%20Noida%2C%20Uttar%20Pradesh%2C%20India,Greater Noida Airport,Greater Noida Railway Station
Uttar Pradesh,Greater Noida,Buddh International Circuit,Race Track,2011,2.0,4.6,1500,Yes,Sunday,Sports,Yes,7.4,All,India,https://www.google.com/maps/search/?api=1&query=Buddh%20International%20Circuit%2C%20Greater%20Noida%2C%20Uttar%20Pradesh%2C%20India,Greater Noida Airport,Greater Noida Railway Station
Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.5,4.4,15,Yes,,Historical,Yes,0.25,All,India,https://www.google.com/maps/search/?api=1&query=Jhansi%20Fort%2C%20Jhansi%2C%20Uttar%20Pradesh%2C%20India,Gwalior Airport,Jhansi Junction
Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,2.0,4.2,150,Yes,Monday,Wildlife,Yes,0.21,All,India,https://www.google.com/maps/search/?api=1&query=Allen%20Forest%20Zoo%2C%20Kanpur%2C%20Uttar%20Pradesh%2C%20India,Kanpur Airport,Kanpur Central
Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,1.5,4.4,50,Yes,Monday,Historical,No,0.45,All,India,https://www.google.com/maps/search/?api=1&query=Bara%20Imambara%2C%20Lucknow%2C%20Uttar%20Pradesh%2C%20India,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO)
Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,2.0,4.6,0,Yes,,Shopping,Yes,0.35,All,India,https://www.google.com/maps/search/?api=1&query=Phoenix%20Palassio%2C%20Lucknow%2C%20Uttar%20Pradesh%2C%20India,Chaudhary Charan Singh International Airport,Lucknow Charbagh (LKO)
Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.13,All,India,https://www.google.com/maps/search/?api=1&query=Krishna%20Janmabhoomi%2C%20Mathura%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Mathura Junction
Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1.0,4.1,0,Yes,,Cultural,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Nand%20Gaon%2C%20Mathura%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Mathura Junction
Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.0,4.8,0,Yes,,Religious,Yes,0.1,Morning,India,https://www.google.com/maps/search/?api=1&query=Barsana%20Mandir%2C%20Mathura%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Mathura Junction
Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,1.0,4.8,0,Yes,,Religious,No,0.045,All,India,https://www.google.com/maps/search/?api=1&query=Augarnath%20Temple%2C%20Meerut%2C%20Uttar%20Pradesh%2C%20India,Meerut Airport,Meerut Railway Station
Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1990,1.5,4.3,30,Yes,,Wildlife,Yes,0.035,All,India,https://www.google.com/maps/search/?api=1&query=Okhla%20Bird%20Sanctuary%2C%20Noida%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station
Uttar Pradesh,Noida,DLF Mall of India,Mall,2016,2.0,4.6,0,Yes,,Shopping,Yes,1.5,All,India,https://www.google.com/maps/search/?api=1&query=DLF%20Mall%20of%20India%2C%20Noida%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,New Delhi Railway Station
Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.8,0,Yes,,Historical,Yes,0.03,Morning,India,https://www.google.com/maps/search/?api=1&query=Kirti%20Mandir%2C%20Porbandar%2C%20Uttar%20Pradesh%2C%20India,Porbandar Airport,Porbandar Railway Station
Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,-500,1.0,4.6,5,Yes,,Historical,Yes,0.065,All,India,https://www.google.com/maps/search/?api=1&query=Dhamek%20Stupa%2C%20Sarnath%2C%20Uttar%20Pradesh%2C%20India,Sarnath Airport,Sarnath Railway Station
Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.9,All,India,https://www.google.com/maps/search/?api=1&query=Kashi%20Vishwanath%20Temple%2C%20Varanasi%2C%20Uttar%20Pradesh%2C%20India,Lal Bahadur Shastri International Airport,Varanasi Junction
Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,1.0,4.8,0,Yes,,Religious,No,0.37,All,India,https://www.google.com/maps/search/?api=1&query=Banke%20Bihari%20Temple%2C%20Vrindavan%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Mathura Junction
Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,,Religious,Yes,0.49,Evening,India,https://www.google.com/maps/search/?api=1&query=Prem%20Mandir%2C%20Vrindavan%2C%20Uttar%20Pradesh%2C%20India,Indira Gandhi International Airport,Mathura Junction
Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,2.0,4.3,150,No,,Wildlife,Yes,0.01,All,India,https://www.google.com/maps/search/?api=1&query=Binsar%20Wildlife%20Sanctuary%2C%20Almora%2C%20Uttarakhand%2C%20India,Almora Airport,Almora Railway Station
Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,3.0,4.5,0,No,,Adventure,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Auli%20Ski%20Resort%2C%20Auli%2C%20Uttarakhand%2C%20India,Auli Airport,Auli Railway Station
Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,1.0,4.8,0,No,,Religious,No,0.29,All,India,https://www.google.com/maps/search/?api=1&query=Badrinath%20Temple%2C%20Badrinath%2C%20Uttarakhand%2C%20India,Badrinath Airport,Badrinath Railway Station
Uttarakhand,Chopta,Tungnath Temple,Temple,751,2.0,4.8,0,No,,Religious,No,0.09,All,India,https://www.google.com/maps/search/?api=1&query=Tungnath%20Temple%2C%20Chopta%2C%20Uttarakhand%2C%20India,Chopta Airport,Chopta Railway Station
Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,1.5,4.5,25,Yes,,Nature,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Robber%27s%20Cave%2C%20Dehradun%2C%20Uttarakhand%2C%20India,Jolly Grant Airport,Dehradun Railway Station
Uttarakhand,Haridwar,Har Ki Pauri,Ghat,Unknown,1.0,4.5,0,Yes,,Religious,Yes,0.025,All,India,https://www.google.com/maps/search/?api=1&query=Har%20Ki%20Pauri%2C%20Haridwar%2C%20Uttarakhand%2C%20India,Jolly Grant Airport (Dehradun),Haridwar Junction
Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,3.0,4.4,100,Yes,,Wildlife,Yes,0.3,All,India,https://www.google.com/maps/search/?api=1&query=Jim%20Corbett%20National%20Park%2C%20Jim%20Corbett%2C%20Uttarakhand%2C%20India,Jim Corbett Airport,Jim Corbett Railway Station
Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,5.0,4.7,150,No,,Nature,Yes,0.035,Morning,India,https://www.google.com/maps/search/?api=1&query=Valley%20of%20Flowers%2C%20Joshimath%2C%20Uttarakhand%2C%20India,Joshimath Airport,Joshimath Railway Station
Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,0,No,,Religious,No,2.0,All,India,https://www.google.com/maps/search/?api=1&query=Kedarnath%2C%20Kedarnath%2C%20Uttarakhand%2C%20India,Kedarnath Airport,Kedarnath Railway Station
Uttarakhand,Mussoorie,Kempty Falls,Waterfall,Unknown,1.5,4.2,15,Yes,,Nature,Yes,0.55,Morning,India,https://www.google.com/maps/search/?api=1&query=Kempty%20Falls%2C%20Mussoorie%2C%20Uttarakhand%2C%20India,Mussoorie Airport,Mussoorie Railway Station
Uttarakhand,Nainital,Naini Lake,Lake,Unknown,1.5,4.2,0,Yes,,Nature,Yes,0.01,Morning,India,https://www.google.com/maps/search/?api=1&query=Naini%20Lake%2C%20Nainital%2C%20Uttarakhand%2C%20India,Nainital Airport,Nainital Railway Station
Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,1.0,4.0,50,No,,Recreational,Yes,0.025,All,India,https://www.google.com/maps/search/?api=1&query=Chaubatia%20Gardens%2C%20Ranikhet%2C%20Uttarakhand%2C%20India,Ranikhet Airport,Ranikhet Railway Station
Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,1.0,4.4,0,Yes,,Cultural,Yes,0.03,Morning,India,https://www.google.com/maps/search/?api=1&query=Laxman%20Jhula%2C%20Rishikesh%2C%20Uttarakhand%2C%20India,Jolly Grant Airport (Dehradun),Yog Nagari Rishikesh
Uttarakhand,Uttarkashi,Gangotri Temple,Temple,1751,1.0,4.8,0,No,,Religious,No,0.05,All,India,https://www.google.com/maps/search/?api=1&query=Gangotri%20Temple%2C%20Uttarkashi%2C%20Uttarakhand%2C%20India,Uttarkashi Airport,Uttarkashi Railway Station
West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,,Religious,No,0.045,All,India,https://www.google.com/maps/search/?api=1&query=Kankalitala%20Temple%2C%20Bolpur%2C%20West%20Bengal%2C%20India,Bolpur Airport,Bolpur Railway Station
West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1.0,4.5,20,Yes,Friday,Historical,Yes,0.09,All,India,https://www.google.com/maps/search/?api=1&query=Cooch%20Behar%20Palace%2C%20Cooch%20Behar%2C%20West%20Bengal%2C%20India,Cooch Behar Airport,Cooch Behar Railway Station
West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1.0,4.5,0,No,,Nature,Yes,0.025,All,India,https://www.google.com/maps/search/?api=1&query=Tiger%20Hill%2C%20Darjeeling%2C%20West%20Bengal%2C%20India,Bagdogra Airport,Darjeeling Railway Station (Toy Train)
West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,0,No,,Recreational,Yes,0.09,Morning,India,https://www.google.com/maps/search/?api=1&query=Digha%20Beach%2C%20Digha%2C%20West%20Bengal%2C%20India,Digha Airport,Digha Railway Station
West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,,Architectural,No,0.07,All,India,https://www.google.com/maps/search/?api=1&query=Hangseswari%20Temple%2C%20Hooghly%2C%20West%20Bengal%2C%20India,Hooghly Airport,Hooghly Railway Station
West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3.0,4.4,100,Yes,,Wildlife,Yes,0.07,All,India,https://www.google.com/maps/search/?api=1&query=Gorumara%20National%20Park%2C%20Jalpaiguri%2C%20West%20Bengal%2C%20India,Jalpaiguri Airport,Jalpaiguri Railway Station
West Bengal,Kolkata,Victoria Memorial,Museum,1921,1.5,4.6,30,Yes,Monday,Historical,Yes,0.73,Morning,India,https://www.google.com/maps/search/?api=1&query=Victoria%20Memorial%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhash Chandra Bose International Airport,Howrah Junction (HWH)
West Bengal,Kolkata,Howrah Bridge,Bridge,1943,0.5,4.6,0,Yes,,Architectural,No,1.2,Anytime,India,https://www.google.com/maps/search/?api=1&query=Howrah%20Bridge%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhash Chandra Bose International Airport,Howrah Junction (HWH)
West Bengal,Kolkata,Indian Museum,Museum,1814,2.0,4.6,50,Yes,Monday,Historical,Yes,0.18,Morning,India,https://www.google.com/maps/search/?api=1&query=Indian%20Museum%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhash Chandra Bose International Airport,Howrah Junction (HWH)
West Bengal,Kolkata,Dakshineswar Kali Temple,Temple,1855,1.0,4.7,0,Yes,,Religious,Yes,0.82,Morning,India,https://www.google.com/maps/search/?api=1&query=Dakshineswar%20Kali%20Temple%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhash Chandra Bose International Airport,Howrah Junction (HWH)
West Bengal,Kolkata,Kalighat Kali Temple,Temple,1809,1.0,4.4,0,Yes,,Religious,Yes,0.5,Morning,India,https://www.google.com/maps/search/?api=1&query=Kalighat%20Kali%20Temple%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhash Chandra Bose International Airport,Howrah Junction (HWH)
West Bengal,Kolkata,Eden Gardens,Cricket Ground,1864,3.0,4.1,2500,Yes,,Sports,Yes,0.1,All,India,https://www.google.com/maps/search/?api=1&query=Eden%20Gardens%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhash Chandra Bose International Airport,Howrah Junction (HWH)
West Bengal,Kolkata,Alipore Zoological Gardens,Zoo,1876,2.0,4.3,25,Yes,,Wildlife,Yes,0.66,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Alipore%20Zoological%20Gardens%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhash Chandra Bose International Airport,Howrah Junction (HWH)
West Bengal,Kolkata,Science City Kolkata,Science,1997,3.0,4.4,60,Yes,,Educational,Yes,0.88,All,India,https://www.google.com/maps/search/?api=1&query=Science%20City%20Kolkata%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhash Chandra Bose International Airport,Howrah Junction (HWH)
West Bengal,Kolkata,Belur Math,Site,1898,1.5,4.7,0,Yes,,Religious,Yes,0.47,Morning,India,https://www.google.com/maps/search/?api=1&query=Belur%20Math%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhash Chandra Bose International Airport,Howrah Junction (HWH)
West Bengal,Kolkata,Marble Palace,Palace,1835,1.0,4.4,0,Yes,,Historical,Yes,0.1,Afternoon,India,https://www.google.com/maps/search/?api=1&query=Marble%20Palace%2C%20Kolkata%2C%20West%20Bengal%2C%20India,Netaji Subhash Chandra Bose International Airport,Howrah Junction (HWH)
West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,10,Yes,Friday,Historical,Yes,0.18,Morning,India,https://www.google.com/maps/search/?api=1&query=Hazarduari%20Palace%2C%20Murshidabad%2C%20West%20Bengal%2C%20India,Murshidabad Airport,Murshidabad Railway Station
