State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Country,Maps,Nearest Airport,Major Railway Station,Taxi Fare (Airport to City),Scooter Rental (Per Day),Must Try Food,Travel Tip,Time Slot,Area,Ideal For,Budget Level,Nightlife Spot,Day Priority,Is_Shopping,Is_Beach,Adventure_Available,Avg_Adventure_Base_Price,Famous Market,Famous Restaurant,Best Season,Food Specialty,Tourism Score (1-10),Latitude,Longitude,Popularity Index (0-100),Nightlife Hotspot,Heritage Category,Type_Encoded,Heritage_Encoded,Nightlife Score (0-10),Place_Image_URL,Nearby_Restaurants,Nearby_Hotels,Local_Transport_Options,Nearest_Metro_Station,Avg_Local_Transport_Cost,Climate_Type,Packing_Suggestions,Recommended_Duration_Min,Recommended_Duration_Max,Short_Description,User_Rating_Avg,User_Rating_Count,Peak_Hours,Crowd_Level,Best_Visit_Time,Place_Description_AI,Common_Questions,Name_Hindi,Description_Hindi,Name_Marathi,Trip_Preference_Tags,Itinerary_Role,City_Transport_Fares_JSON,Auto_Fare_Min,Auto_Fare_PerKm,Rapido_Bike_Min,Rapido_Bike_PerKm,Ola_Car_Base,Ola_Car_PerKm,Uber_Car_Base,Uber_Car_PerKm,Uber_Auto_Min,Uber_Auto_PerKm,City_Taxi_PerKm,Transport_Fare_Note,Surge_Pricing_Note,Nightlife_Party_Info_JSON,Venue_Type,Cover_Charge,Avg_Drinks_Price,Music_Genre,Club_Timings,Dress_Code,Ladies_Night_Info,Nightlife_Note
Kerala,Palakkad,Palakkad Fort,Fort,1766,1.0,4.4,0.0,No,Open All Days,Well-preserved fort built by Hyder Ali,Yes,0.05,Morning,India,http://googleusercontent.com/maps.google.com/kl15,Coimbatore International Airport,Palakkad Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Palakkad Main Market,Palakkad Famous Restaurant,October to March,Palakkad Special Cuisine,8.0,10.7637057,76.6571215,70.0,No,Non-Religious,6,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b914"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b916"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b916"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b914"", ""City_Taxi_PerKm"": ""\u20b915-20/km"", ""Note"": ""2025 Kerala rates""}",₹25,₹14,₹20,₹7,₹35,₹16,₹35,₹16,₹25,₹14,₹15-20/km,2025 Kerala rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Kerala,Idukki,Idukki Arch Dam,Dam,1973,1.0,4.5,10.0,No,Open All Days,One of the highest arch dams in Asia,No,0.04,Afternoon,India,http://googleusercontent.com/maps.google.com/kl16,Cochin International Airport,Kottayam Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Idukki Main Market,Idukki Famous Restaurant,October to March,Idukki Special Cuisine,8.0,9.8430569,76.9763224,72.0,No,Non-Religious,59,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Foodie, History, Popular",Any Time,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b914"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b916"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b916"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b914"", ""City_Taxi_PerKm"": ""\u20b915-20/km"", ""Note"": ""2025 Kerala rates""}",₹25,₹14,₹20,₹7,₹35,₹16,₹35,₹16,₹25,₹14,₹15-20/km,2025 Kerala rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Kerala,Kumarakom,Vembanad Lake Backwaters,Lake,Ancient,4.0,4.7,0.0,No,Open All Days,Scenic backwaters famous for bird watching and boats,Yes,0.08,All,India,http://googleusercontent.com/maps.google.com/kl17,Cochin International Airport,Kottayam Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Evening,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kumarakom Main Market,Kumarakom Famous Restaurant,October to March,Kumarakom Special Cuisine,8.0,9.5967665,76.39845369999999,75.0,No,Non-Religious,34,0,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,,"Foodie, History, Nature, Popular",Evening,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b914"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b916"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b916"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b914"", ""City_Taxi_PerKm"": ""\u20b915-20/km"", ""Note"": ""2025 Kerala rates""}",₹25,₹14,₹20,₹7,₹35,₹16,₹35,₹16,₹25,₹14,₹15-20/km,2025 Kerala rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Kerala,Vagamon,Pine Forests,Natural Feature,Ancient,1.5,4.4,10.0,No,Open All Days,Popular filming location with towering pine trees,Yes,0.06,Afternoon,India,http://googleusercontent.com/maps.google.com/kl18,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Vagamon Main Market,Vagamon Famous Restaurant,October to March,Vagamon Special Cuisine,8.0,9.6551888,76.9304933,70.0,No,Non-Religious,0,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,,"Foodie, History, Nature, Popular",Any Time,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b914"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b916"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b916"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b914"", ""City_Taxi_PerKm"": ""\u20b915-20/km"", ""Note"": ""2025 Kerala rates""}",₹25,₹14,₹20,₹7,₹35,₹16,₹35,₹16,₹25,₹14,₹15-20/km,2025 Kerala rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Kerala,Kozhikode,Kappad Beach,Beach,Ancient,1.0,4.5,0.0,Yes,Open All Days,Site where Vasco da Gama landed in 1498,Yes,0.04,Evening,India,http://googleusercontent.com/maps.google.com/kl19,Calicut International Airport,Kozhikode Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,Yes,Yes,1000.0,Kozhikode Main Market,Kozhikode Famous Restaurant,October to March,Kozhikode Special Cuisine,8.0,11.3807071,75.72606429999999,72.0,No,Non-Religious,1,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Adventure, Beach, Foodie, History, Nature, Popular",Afternoon,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b914"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b916"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b916"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b914"", ""City_Taxi_PerKm"": ""\u20b915-20/km"", ""Note"": ""2025 Kerala rates""}",₹25,₹14,₹20,₹7,₹35,₹16,₹35,₹16,₹25,₹14,₹15-20/km,2025 Kerala rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Kerala,Wayanad,Soochipara Falls,Waterfall,Ancient,2.0,4.4,50.0,No,Monday,Three-tiered waterfall surrounded by forests,Yes,0.07,Morning,India,http://googleusercontent.com/maps.google.com/kl20,Kannur International Airport,Kozhikode Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Wayanad Main Market,Wayanad Famous Restaurant,October to March,Wayanad Special Cuisine,8.0,11.5115356,76.1637859,70.0,No,Non-Religious,21,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,,"Foodie, History, Nature, Popular",Morning,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b914"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b97"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b916"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b916"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b914"", ""City_Taxi_PerKm"": ""\u20b915-20/km"", ""Note"": ""2025 Kerala rates""}",₹25,₹14,₹20,₹7,₹35,₹16,₹35,₹16,₹25,₹14,₹15-20/km,2025 Kerala rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Chennai,Government Museum,Museum,1851,2.5,4.4,15.0,Yes,Friday,"Second oldest museum in India, famous for bronze collection",Yes,0.12,Morning,India,http://googleusercontent.com/maps.google.com/tn2,Chennai International Airport,Chennai Central,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,"T Nagar Market, Pondy Bazaar, George Town Market",Murugan Idli Shop,October to March,Chennai Special Cuisine,8.0,13.0827,80.2707,70.0,No,Non-Religious,10,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,,"Foodie, History, Museum, Popular",Afternoon,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b915"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b915"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b915-18/km"", ""Note"": ""2025 Chennai rates""}",₹25,₹12,₹20,₹6,₹35,₹15,₹35,₹15,₹25,₹12,₹15-18/km,2025 Chennai rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Chennai,Edward Elliot's Beach,Beach,Ancient,1.5,4.6,0.0,Yes,Open All Days,Popular beach in Besant Nagar with the Schmidt Memorial,Yes,0.8,Evening,India,http://googleusercontent.com/maps.google.com/tn3,Chennai International Airport,Chennai Central,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,Yes,Yes,1000.0,"T Nagar Market, Pondy Bazaar, George Town Market",Murugan Idli Shop,October to March,Chennai Special Cuisine,8.0,13.0827,80.2707,74.0,No,Non-Religious,1,0,5.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.6,0,,5,,,,,,,"Adventure, Beach, Foodie, History, Nature, Popular",Afternoon,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b915"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b915"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b915-18/km"", ""Note"": ""2025 Chennai rates""}",₹25,₹12,₹20,₹6,₹35,₹15,₹35,₹15,₹25,₹12,₹15-18/km,2025 Chennai rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Ooty,Government Botanical Garden,Garden,1848,2.0,4.5,30.0,No,Open All Days,Sprawling garden with rare tree species and a fossil tree,Yes,0.6,Morning,India,http://googleusercontent.com/maps.google.com/tn7,Coimbatore Airport,Udagamandalam Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Commercial Road,Earl's Secret,October to March,Ooty Special Cuisine,8.0,11.4188751,76.7113878,72.0,No,Non-Religious,79,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Foodie, History, Nature, Popular",Morning,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""2025 Tamil Nadu rates""}",₹25,₹12,₹20,₹6,₹35,₹14,₹35,₹14,₹25,₹12,₹14-18/km,2025 Tamil Nadu rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Ooty,Doddabetta Peak,Natural Feature,Ancient,1.5,4.3,10.0,No,Open All Days,Highest mountain in the Nilgiri Hills,Yes,0.4,Morning,India,http://googleusercontent.com/maps.google.com/tn8,Coimbatore Airport,Udagamandalam Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Commercial Road,Earl's Secret,October to March,Ooty Special Cuisine,8.0,11.4020202,76.7359792,69.0,No,Non-Religious,0,0,4.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.3,0,,5,,,,,,,"Foodie, History, Nature, Popular",Any Time,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""2025 Tamil Nadu rates""}",₹25,₹12,₹20,₹6,₹35,₹14,₹35,₹14,₹25,₹12,₹14-18/km,2025 Tamil Nadu rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Ooty,Rose Garden,Garden,1995,1.5,4.4,30.0,No,Open All Days,One of the largest rose gardens in India with thousands of varieties,Yes,0.2,Afternoon,India,http://googleusercontent.com/maps.google.com/tn9,Coimbatore Airport,Udagamandalam Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Commercial Road,Earl's Secret,October to March,Ooty Special Cuisine,8.0,11.4063171,76.70897939999999,70.0,No,Non-Religious,79,0,4.8,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.4,0,,5,,,,,,,"Foodie, History, Nature, Popular",Morning,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""2025 Tamil Nadu rates""}",₹25,₹12,₹20,₹6,₹35,₹14,₹35,₹14,₹25,₹12,₹14-18/km,2025 Tamil Nadu rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Kodaikanal,Coaker's Walk,Landmark,1872,1.0,4.5,20.0,No,Open All Days,Scenic pedestrian path offering panoramic valley views,Yes,0.25,Morning,India,http://googleusercontent.com/maps.google.com/tn10,Madurai Airport,Kodai Road Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Flexible,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kodaikanal Main Market,Kodaikanal Famous Restaurant,October to March,Kodaikanal Special Cuisine,8.0,10.2300603,77.49375189999999,72.0,No,Non-Religious,2,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Foodie, History, Popular",Any Time,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""2025 Tamil Nadu rates""}",₹25,₹12,₹20,₹6,₹35,₹14,₹35,₹14,₹25,₹12,₹14-18/km,2025 Tamil Nadu rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Kodaikanal,Bryant Park,Garden,1908,1.5,4.3,30.0,No,Open All Days,Botanical garden known for hybrids and annual flower shows,Yes,0.15,Afternoon,India,http://googleusercontent.com/maps.google.com/tn11,Madurai Airport,Kodai Road Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kodaikanal Main Market,Kodaikanal Famous Restaurant,October to March,Kodaikanal Special Cuisine,8.0,10.2314998,77.493196,69.0,No,Non-Religious,79,0,4.6,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.3,0,,5,,,,,,,"Foodie, History, Nature, Popular",Morning,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""2025 Tamil Nadu rates""}",₹25,₹12,₹20,₹6,₹35,₹14,₹35,₹14,₹25,₹12,₹14-18/km,2025 Tamil Nadu rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Kodaikanal,Silver Cascade Falls,Waterfall,Ancient,0.5,4.1,0.0,No,Open All Days,Waterfall formed from the outflow of Kodaikanal Lake,Yes,0.1,Afternoon,India,http://googleusercontent.com/maps.google.com/tn12,Madurai Airport,Kodai Road Railway Station,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Kodaikanal Main Market,Kodaikanal Famous Restaurant,October to March,Kodaikanal Special Cuisine,8.0,10.2420079,77.510677,66.0,No,Non-Religious,21,0,4.2,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.1,0,,5,,,,,,,"Foodie, History, Nature, Popular",Morning,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""2025 Tamil Nadu rates""}",₹25,₹12,₹20,₹6,₹35,₹14,₹35,₹14,₹25,₹12,₹14-18/km,2025 Tamil Nadu rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Madurai,Thirumalai Nayakkar Mahal,Palace,1636,1.5,4.5,50.0,Yes,Open All Days,17th-century palace with Italian-Rajput architecture,Yes,0.2,Afternoon,India,http://googleusercontent.com/maps.google.com/tn13,Madurai Airport,Madurai Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Madurai Main Market,Madurai Famous Restaurant,October to March,Madurai Special Cuisine,8.0,9.9150904,78.1237483,72.0,No,Non-Religious,36,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""2025 Tamil Nadu rates""}",₹25,₹12,₹20,₹6,₹35,₹14,₹35,₹14,₹25,₹12,₹14-18/km,2025 Tamil Nadu rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Madurai,Gandhi Memorial Museum,Museum,1959,1.5,4.5,0.0,Yes,Friday,Historical museum dedicated to Mahatma Gandhi,No,0.08,Morning,India,http://googleusercontent.com/maps.google.com/tn14,Madurai Airport,Madurai Junction,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Afternoon,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Madurai Main Market,Madurai Famous Restaurant,October to March,Madurai Special Cuisine,8.0,9.9299573,78.1385754,72.0,No,Non-Religious,10,0,5.0,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.5,0,,5,,,,,,,"Foodie, History, Museum, Popular",Afternoon,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""2025 Tamil Nadu rates""}",₹25,₹12,₹20,₹6,₹35,₹14,₹35,₹14,₹25,₹12,₹14-18/km,2025 Tamil Nadu rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
Tamil Nadu,Trichy,Rockfort Ucchi Pillayar Temple,Temple,7th Century,2.0,4.7,0.0,Yes,Open All Days,Fort and temple complex on a massive ancient rock,No,0.3,Morning,India,http://googleusercontent.com/maps.google.com/tn16,Unknown,Unknown,"₹500 - ₹1,200",₹500,Local Cuisine,Respect local customs and carry water.,Morning,City Center,Family & Friends,Mid-Range,No,2.0,No,No,No,0.0,Trichy Main Market,Trichy Famous Restaurant,October to March,Trichy Special Cuisine,8.0,10.8272863,78.6972054,75.0,No,Religious Heritage,3,1,5.4,,,,"Taxi, Bus, Metro",,300,,,60,180,,4.7,0,,5,,,,,,,"Foodie, History, Popular",Morning,"{""Auto_Min"": ""\u20b925"", ""Auto_PerKm"": ""\u20b912"", ""Rapido_Bike_Min"": ""\u20b920"", ""Rapido_Bike_PerKm"": ""\u20b96"", ""Ola_Car_Base"": ""\u20b935"", ""Ola_Car_PerKm"": ""\u20b914"", ""Uber_Car_Base"": ""\u20b935"", ""Uber_Car_PerKm"": ""\u20b914"", ""Uber_Auto_Min"": ""\u20b925"", ""Uber_Auto_PerKm"": ""\u20b912"", ""City_Taxi_PerKm"": ""\u20b914-18/km"", ""Note"": ""2025 Tamil Nadu rates""}",₹25,₹12,₹20,₹6,₹35,₹14,₹35,₹14,₹25,₹12,₹14-18/km,2025 Tamil Nadu rates,"Peak hours (8-10AM, 5-9PM): up to 2x base. Off-peak: 50% minimum applies. Source: MoRTH 2025 guidelines",,,,,,,,,
